URL,Status Code
https://nypost.com/2018/09/05/runway-models-are-furious-with-kendall-jenner/,200
https://nypost.com/2018/09/06/the-nun-star-barely-made-it-through-her-own-screening/,200
https://nypost.com/2018/09/06/these-are-the-most-powerful-yankees-rookies-ever/,200
https://nypost.com/tag/colin-kaepernick/,200
https://nypost.com/2018/09/06/whole-foods-workers-are-looking-to-unionize/,200
https://nypost.com/video/little-girl-with-rapid-aging-disease-is-an-internet-superstar/,200
https://nypost.com/2018/09/06/no-cory-booker-you-are-not-spartacus/,200
https://nypost.com/2018/09/06/man-arrested-after-estranged-wifes-parents-found-beaten-to-death-cops/,200
https://nypost.com/author/greg-giangrande/,200
https://nypost.com/video/,200
https://nypost.com/2018/09/05/new-evidence-on-russias-uk-attack-requires-new-action/,200
https://nypost.com/horoscopes/,200
https://nypost.com/2018/09/03/working-on-a-superyacht-is-like-being-in-a-glamorized-pressure-cooker/,200
https://nypost.com/2018/09/06/us-jobless-claims-fall-to-49-year-low/,200
https://nypost.com/horoscope/capricorn-09-06-2018/,200
https://nypost.com/2018/09/06/alleged-bike-path-terrorists-lawyers-use-trumps-tweets-in-defense/,200
https://nypost.com/2018/09/06/joe-girardi-diagnoses-yankees-growing-gary-sanchez-problem/,200
https://nypost.com/2018/09/02/why-you-could-get-fired-and-your-coworker-wouldnt-for-the-same-offense/,200
https://nypost.com/terms/,200
https://nypost.com/horoscope/cancer-09-06-2018/,200
https://nypost.com/2018/09/04/nike-shares-drop-amid-backlash-over-new-kaepernick-ad/,200
https://nypost.com/2018/09/06/steve-jobs-exposed-as-an-abusive-creep-by-his-daughter/,200
